ID,:,",",;,.,[,],(,),*,+,-,=,#,$,@,?,&,!,|,^,<,>,\,_
8YRgqWs2wULtCov0pkT5,27144,29901,2204,306,782,784,144,145,56,5594,39436,1023,3,7,21,993,7,7,12,3,3,5,6,894
91GncYPQHMUTaSuZBqxJ,201141,12135,82362,198226,1890,1919,875,907,604,4589,78403,7529,366,343,397,4481,300,327,375,338,357,313,563,15891
93lsPQvIXLHNfCyY2nVr,932479,7908,641308,929193,4471,4245,2639,2208,2296,6449,52231,6987,20348,1805,3346,3798,1408,20630,1059,1351,1430,1239,1233,10567
93prvATOY7WiulSKUcRm,815643,5942,555713,815131,3504,3385,2778,2542,2367,3313,20054,8072,2667,2598,2777,4326,2448,2609,2345,2418,2397,2366,2559,4180
93QCNLn5FD2pueg7GdXB,72131,262553,1323,71464,469,469,143,143,39,66387,2439,1899,0,8,31,680,0,0,9,0,2,2,0,1760
93u1tN26E8eySoFxaign,14106,31799,1046,13346,731,731,150,147,12,8574,864,1922,0,6,4,768,0,0,8,0,4,2,3,2662
972muzardTq3IUKHODvP,111859,4295,73343,111311,1390,1415,552,540,382,1477,22088,6111,393,397,339,2191,373,396,303,299,304,313,348,1732
974hJRWKfvXaTtNoqMGl,4302,483,1222,4158,16,17,58,58,4,174,5836,3528,16,16,1,579,3,5,8,0,2,1,1,456
9C7P6vDFXbryOshpKcfn,4300,436,1233,4119,16,17,64,64,12,180,5156,3528,16,16,1,580,1,5,8,0,1,2,1,481
9cuvUrSgBCIq6L3p0He7,70554,6409,58622,70375,328,337,329,303,295,1766,2381,1298,231,267,262,802,259,241,272,263,281,236,271,501
9DiHIregYkyCL3lzNvtJ,529126,6953,393913,526867,5424,5504,1769,1793,1597,5441,43983,22578,1483,1496,3571,2066,1554,1616,1441,1605,1554,1601,1609,8798
9dYh3wO2WUFAH5f8VyKQ,2932,764,433,2747,105,105,47,47,21,315,2924,2417,0,0,1,408,0,0,8,0,1,1,0,530
9eMPNZm0jOhr1SLBDs46,270196,7391,230308,269804,1401,1440,1060,1154,1112,2787,8625,5035,1011,1056,1054,1561,1030,1055,1035,1045,1049,999,1042,1929
9etf3m1LnKEFTNoSj574,282658,1788,242599,282427,1272,1242,1198,1172,1093,1370,4624,2984,1115,1278,1050,1573,1063,1088,1086,1128,1115,1055,1001,1505
9FfKH0kuryGZqiTmglh7,3507,848,740,3187,136,137,65,65,8,345,3385,2731,1,0,1,506,0,2,8,1,5,4,1,573
9fyAiTPMpZvqX6Khnb7V,3542,844,546,3235,125,125,58,58,7,352,3088,2955,0,0,1,505,0,0,8,0,1,1,0,617
9gBVZNKoIPkFM8vOp45G,124218,42421,17264,121483,8377,8401,439,413,770,10220,31726,8110,65,72,303,2507,127,42,77,39,74,82,148,15397
9HAkGKpDrq6hecQZysNd,147379,367950,27362,146311,922,945,3876,3821,222,93825,6100,1444,42,64,133,3454,40,50,206,136,102,98,134,4784
9hu54PH0G1qoxEmT7AMb,35701,9326,7236,31693,4884,4883,395,390,272,7520,63960,28392,2,54,530,1275,10,7,12,1,343,340,56,12628
9itfPnyplHZhTb8IMYq3,15619,57316,456,26,61,60,27,29,6,14278,3242,508,0,1,5,261,2,1,12,2,1,4,5,96
9jOk8Tn5JMt4qcXmplfx,79516,88608,5497,305,1463,1460,197,202,123,14877,129076,945,17,18,32,917,15,13,18,13,15,30,9,708
9KBhpLPe6o13q0QHMjk4,32428,14283,6325,9848,3445,3447,66,60,58,6949,54156,34308,9,25,31,428,20,9,21,8,15,10,13,8430
9kcl1e37zbpLWTPhSoiH,522215,10442,391212,520571,6408,6465,2237,2308,1653,4976,35757,18129,1576,1542,3650,2109,1524,1678,1464,1486,1558,1530,1550,6778
9lHyVeXERtIaZcL4kWqM,38156,1341,30334,37847,270,255,201,221,160,548,9892,1454,115,342,142,777,115,141,135,136,140,133,126,697
9M6r8hsleUKTmvfB7Yn2,285715,2689,245485,285418,1220,1108,1212,1186,1105,1563,12522,1901,1110,1248,1057,1582,1048,1102,1057,1110,1087,1060,1052,1623
9MAtXYCG3brN6auwUjQO,37700,3496,17998,37242,756,752,59,60,34,1531,5740,4027,12,28,606,1022,19,15,26,23,302,325,24,2132
9ml614yxaYqeibfruLWz,87447,1412,72978,87237,413,444,399,395,358,672,7417,1428,319,547,322,851,312,334,339,356,314,327,314,735
9MW5Nuf0ogCEcRlYJeKG,69077,7763,8844,66576,3909,3899,389,383,323,4013,75671,8600,138,27,146,463,17,19,20,5,23,9,23,5246
9N7hmb2VQnZoJBvLTWlt,15902,14884,4489,15168,1310,1307,166,161,66,4603,7315,3071,49,44,92,820,32,47,52,44,33,34,39,3881
9OufdwHvaNyjoQBbePC4,18625,2499,3177,16604,1156,1156,232,228,100,2027,15383,6346,10,243,1300,1574,51,12,286,4,454,445,293,4048
9PDzWKXE735IH8V1hoR4,145914,21960,74825,2306,8432,8469,532,429,468,14176,67388,29551,373,566,490,952,383,440,336,332,355,307,339,20651
9PjuhOrlRqxHeQcEBYMX,6261,666,2290,5921,231,234,58,57,17,388,6857,4549,8,14,5,518,7,6,10,3,17,13,11,913
9Py0kQsvVcHmJe8fZEdT,72060,262523,1298,71393,468,468,145,145,39,66393,2139,1899,0,8,3,680,0,0,8,0,2,2,0,1760
9rYnHZKwqkfS43RQ5JhE,79569,5240,66501,79131,323,346,308,344,313,1584,19190,779,280,303,289,676,313,297,297,292,302,295,266,767
9SOPAylKjf2HnxEhRC6I,3868,999,549,3601,143,143,64,64,5,374,4598,2896,0,0,1,505,0,0,8,0,1,1,0,702
9sqHEPM5v1ZixBWn8mtl,1417701,12301,697104,1412351,3523,3811,3535,4056,3497,6115,104722,8532,2826,3006,3503,11142,3342,2665,3218,2757,2940,2747,3004,18068
9tmX2JACrdeGWHkY3fwi,21668,4047,5412,19693,1998,1997,205,201,110,2750,30672,12117,3,59,400,1854,17,6,10,4,109,112,85,6334
9vSJ1dDnwbxl4Fm0By8h,128596,2728,106552,127480,991,1066,486,481,528,1041,59547,2018,446,545,476,644,460,476,445,505,458,459,470,1906
9XRnlJD64Wzy3gNUhkMC,3945,408,1145,3754,34,34,57,56,3,168,4673,2265,15,18,1,599,2,5,9,0,1,1,0,388
9yEnJoLOWURsBbt2FivP,815695,6532,554511,815158,3638,3589,2852,2579,2432,3393,28403,7921,2627,2674,2627,4277,2356,2636,2347,2315,2302,2426,2562,4178
9yEvV8KfDm3hcUZPqBe0,41826,164440,93,26,42,42,16,16,0,41448,756,505,0,0,1,260,0,0,8,0,1,1,3,81
a1u9v0bUgGqk5nBwQ2tm,180302,6680,88015,177782,1230,8125,844,857,551,2728,61676,7923,354,310,384,4169,348,311,372,317,344,325,474,11273
a29m3nUocvzC8hBOWkTL,791685,3966,682664,791090,3175,3232,3085,3170,3053,3566,7371,12502,3169,3006,2951,3432,3031,2975,3091,3044,3010,3034,3000,4199
a4lrvUoF016MZ2m7dczE,3514,851,560,3203,137,137,61,61,6,371,3533,2844,0,0,1,505,0,0,8,0,1,1,0,607
A4VuQZbt2oGyOkUcvS7W,294934,3966,250260,293796,1662,1684,1151,1230,1127,1918,64127,3368,1061,1197,1096,1294,1166,1165,1153,1134,1159,1075,1061,2801
a63qScpsxBFJtAXjd1nV,300371,4062,254565,299265,1788,1738,1076,1295,1013,2148,54633,4328,1248,1137,1097,1354,1005,1169,1100,1057,1026,1004,1031,3019
A6RirTm0V4X5OcaS87e2,31397,5294,11509,30256,2049,2048,180,176,68,3156,28564,7392,2,124,944,1110,5,2,9,0,3,3,6,5087
A7g1E4jMhaFSwliBqHnX,4089,411,1177,3912,29,30,60,58,7,152,4747,2556,16,16,1,544,1,5,9,0,1,2,1,398
a7Niv6pD5WPycnQK1TZ8,3607,926,690,3368,224,224,59,58,6,364,3239,2844,1,2,1,505,3,0,8,0,1,1,0,615
A8hKH57o1Fj0ZgI4q9QX,280748,2036,240619,280552,1185,1211,1165,1195,1076,1361,3520,2546,1095,1254,1085,1461,1119,1105,1115,1078,1063,1054,1065,1373
a9qc1ZCzupOiSsjHdx8e,3574,854,995,3248,145,147,60,61,8,359,3245,2683,2,2,3,507,1,3,11,1,1,5,3,609
Aa9zCWtbpOo750IlMRdY,3750,727,508,3424,111,111,64,64,4,328,2046,4505,0,0,271,409,0,0,8,0,1,1,0,659
AafDoztH3lGEhknjFZJM,3879,1005,595,3609,142,142,53,53,5,377,5133,2902,0,0,1,505,0,0,8,0,2,2,0,729
Ab76U0fJanpo2QwxVN9e,269370,8207,228399,264382,1440,1437,1022,1023,1016,3050,24179,3694,1055,949,1024,1667,970,1014,1034,1033,1009,1034,1029,2176
ABDGLcYxIh1efOnq98vg,4083,415,1182,3912,15,16,57,56,4,166,4402,3312,16,16,2,579,1,5,8,1,2,1,0,431
ABedwUfPmn9jv5YNbykK,751207,10791,568774,749964,7100,7226,2869,2979,2277,5566,34825,18662,2207,2294,5447,2929,2288,2326,2300,2308,2173,2273,2426,7188
AbnCYsqpKWGyQE2vh8DV,79596,87741,5456,314,1451,1446,191,191,119,14615,130262,1107,11,20,30,921,14,10,18,17,10,13,9,871
Aci3M7yVmTuk2SDgNrRw,49629,2848,38114,48866,704,660,113,311,131,1080,40571,2364,248,230,94,432,77,245,76,87,94,75,87,1359
AcIxJCZRTFUpaHove6Qf,4090,421,1197,3918,14,15,60,60,9,163,4406,3366,17,16,1,580,1,5,8,0,3,1,1,442
acsNRgv9KxMnXAE2YSI6,4136,449,1226,3958,17,18,64,64,9,174,4922,3204,15,16,2,580,2,5,8,0,2,1,1,452
ACTK9tVJunILfsYrwyFh,1908635,2704,879592,1907914,1339,10171,867,606,404,2064,6450,2272,259,8859,9706,2476,373,267,585,8854,283,319,628,4498
ADeT217ZFlhNGQJV4mHk,136715,37683,17240,134010,8377,8401,433,407,770,10208,31726,8110,65,72,303,2413,127,42,77,39,74,82,148,15357
ADHdmfR8J6Ebko2P4lqI,72555,263513,1600,71735,648,648,165,163,42,66800,1471,1657,0,16,7,1032,0,0,8,0,2,2,9,2243
ADIq5LFowdEuPMOGXVcl,15127,5641,2405,13393,3190,3189,136,135,106,5939,32157,5325,14,1,11,962,1,1,8,0,114,107,105,6485
adrSTjE4bxs63w0oQR8U,442345,6309,390696,445093,1690,4814,152,149,2994,2046,14808,9967,50,55,3204,4275,49,2883,61,2786,3334,3179,60,3338
adxTjKLeEt0HFnUJq1BS,60732,209618,6128,59837,715,715,209,209,116,50555,9056,585,0,123,1384,2750,13,0,8,0,69,69,0,2636
Aep5gJWMNi4P2OLaIV7S,172246,476796,26156,171506,438,444,6309,6264,149,121024,2989,1076,50,33,118,4232,27,27,145,124,60,67,89,3732
aeS2NqfM8tWdDKUsQgR5,108198,1500,90651,107755,605,576,463,498,406,796,16634,2394,400,594,386,818,402,382,390,457,400,377,435,1168
Af0aS7YtTvMFG5jhOquc,530213,6861,395703,527990,5167,5195,1813,1836,1507,5141,43908,22275,1484,1499,3849,2075,1567,1677,1606,1600,1485,1498,1638,8698
aFjtGgxzWAseZRiLJK8I,26335,14954,3984,25727,1584,1569,124,153,71,4770,6758,3044,78,56,105,777,41,77,59,50,49,57,45,4133
AFY7KdVJNL9ng4pjk1mx,19646,8451,2568,17670,4875,4874,169,168,286,8723,35477,4966,1,1,10,1128,1,0,8,0,8,6,1,8521
agqI7DjH6FXER2dNJwVT,75706,19707,14272,66707,9610,9614,398,370,341,15953,118265,31316,15,13,330,1754,22,15,23,8,77,75,54,34234
AgSXb01HILY3mVwfnesd,126588,2942,104676,125504,1106,1089,458,489,470,1173,58843,2088,471,528,448,648,493,439,471,469,477,439,484,2026
AhEcNQy9nYHdfzZreoX1,218033,16729,82629,210458,10161,10229,798,870,487,9516,92850,30959,412,351,295,784,321,350,280,302,285,283,383,19601
ahwFAIPcS3yxg1j02KCJ,69606,266852,1556,68880,424,425,222,221,30,63316,1711,2299,0,11,4,824,1,0,9,2,2,4,2,1976
AHzQrG8e6qDat3lpK4M2,14790,3884,2764,13522,1440,1440,87,87,139,3049,21399,5254,2,0,1,1437,0,15,8,0,1,1,154,6139
AiaszSGJFhg0wbtyR8Op,269017,3637,228983,265808,1792,1846,1020,1095,1059,2352,7487,2009,1059,995,1038,1599,1052,1062,1034,1002,1060,1060,1045,1913
AiBpmbGDE1zPYOT4usqd,24529,50739,1469,334,484,484,638,638,18,9251,16350,15622,0,1,1,1077,1,1,8,1,19,19,0,2278
aIGXWDVUyzTcrYAOeBgP,813560,6404,551889,812961,3663,3758,2847,2610,2533,3579,27579,9011,2721,2644,2729,4180,2493,2648,2405,2421,2268,2350,2538,4350
aiIz8JfYMyPvA4SG6HUO,73700,263946,1230,72910,887,888,182,182,44,67165,1516,2502,0,4,3,874,0,0,8,0,2,2,0,2968
aIpSDAY9T3rsCwV06Xue,72120,265210,1543,71284,592,592,205,205,37,65537,1982,2369,0,8,37,864,1,0,9,0,2,2,0,2380
aiRmPYXZnQNA509cpthB,15135,15307,3799,14397,1655,1652,171,205,89,4752,8361,3223,91,70,118,789,59,98,80,62,68,62,63,4572
AithdqZTbgGjRulO3Lz6,196000,11700,83894,192885,1643,1570,819,861,690,3990,79385,5929,350,356,491,3433,410,287,381,372,284,332,487,14538
AIUyufsTl4xF6BHvVpwh,16280,15012,4504,15423,1525,1523,185,210,75,4758,7221,3371,90,75,116,920,55,94,64,55,57,58,65,4480
AJBxQN3qer6FYj1RkbdU,153080,4614,63356,152056,815,842,460,448,318,1910,23286,4311,262,269,311,1492,296,299,292,276,297,292,362,6552
ajLmuChQW2E3inYtepOH,75917,25143,61341,75301,1113,1109,68,71,28,7060,5023,2103,2,2,169,599,17,4,366,1,22,23,12,3178
ajpIxyzuMmAlJ9cw2HTY,3042,452,460,2760,35,35,57,57,3,175,4821,2490,0,0,1,465,0,0,8,0,1,1,0,474
al2koZ501X8hjATSLqgf,14479,5387,2150,12888,3292,3291,138,137,99,5385,30063,4737,1,1,10,1048,1,0,8,0,8,6,1,6109
AlkG3guJPUcqyBadfMFH,174622,22023,86585,2345,8474,8500,652,497,521,14240,67438,29607,419,619,557,1050,420,491,400,376,407,343,387,20703
alNJ9v5fdyO2QXruVFsp,164271,1745,142319,163824,389,275,528,637,207,1142,1113,913,838,271,821,2776,347,195,587,179,681,317,261,763
aM6vieFrUBwbg8PdWp27,963968,4205,786975,962382,2459,4856,858,624,495,3566,18363,5147,201,3092,3310,2254,193,155,527,3623,225,334,306,6832
Am7nEVXHePkCtqsdfzG5,153504,358541,34485,152549,1583,1676,3871,3800,225,89101,29786,1352,39,83,215,2982,43,26,263,191,96,124,211,4359
AM9IXU1wJ5PHfNqoVyxa,1156317,60172,668197,1154464,2501,5278,957,816,555,3767,19311,60867,137,4125,128147,2451,331,112,429,3466,472,487,539,7166
AmPVn2SGUxg8IT3BDda9,87490,2814,71566,86659,744,744,331,327,304,999,44804,1521,322,432,353,580,314,294,314,307,315,300,305,1356
AmtQlj9uTKxJdONGWca4,88856,29832,17275,86130,8377,8401,438,412,767,10220,31726,8110,65,72,303,2535,127,42,77,39,74,82,148,15398
AnLTgxmeksSPClNiQMJv,16393,15073,4522,15529,1557,1547,185,208,75,4748,8661,3425,88,76,121,920,56,97,62,60,63,54,64,4476
ANPyxi13XKGvsF5zlQqW,421870,134116,232439,414774,661,661,8338,328,6208,30462,30463,936,1,211,6757,3877,37,8,8,0,189,187,0,3210
Aoa1lgwOyETuRGsIHCe3,4261,425,1210,4084,14,15,61,60,7,176,4703,3528,15,17,1,579,1,5,8,0,3,1,1,458
aOtVNG6x3empWgK2Zcyd,128480,53997,6756,126701,2807,2812,377,348,410,5458,12320,5349,13,29,202,2431,78,12,39,8,41,41,93,8947
AOVMlEpXa3N2Tj581QGc,4129,407,1157,3938,35,35,57,56,3,173,4524,2589,16,17,1,599,2,5,8,0,1,1,1,418
APHtWI0Cm8T2yK9ZeBFM,15334,5461,2370,13520,3235,3234,139,138,106,5699,34270,4804,1,1,10,1080,1,0,8,0,8,6,1,6716
apzPxCsQNhElHbFGBLk3,48443,144998,1858,375,1303,1304,295,297,60,35360,48307,2262,3,6,108,863,2,0,10,4,2,2,1,2153
aQUM2OeWo1PwkhzsXv4x,4126,449,1223,3945,19,20,64,64,9,181,4843,3204,17,16,1,580,1,5,8,0,1,1,0,457
AqwKhntSpCI56vsH7WZe,145402,338761,27887,144172,1594,1557,4654,4617,188,85750,15782,1574,72,182,155,3653,36,33,182,179,55,78,117,5197
ArX2JQ5sNDhb0lyMoqu6,1410487,13024,691427,1405495,4020,4110,4277,4641,3747,5762,98836,9398,3495,2651,3481,9475,3872,2804,3158,2813,2692,2625,3453,17870
aSbnYdE1tq0ivTpCKzFs,146955,42404,17248,144241,8377,8401,436,410,771,10214,31726,8110,65,72,303,2429,127,42,77,39,74,82,148,15373
ASDe8bT2BYWLwnOmqFJX,171049,4164,75659,169498,776,807,650,619,458,1668,35421,3812,345,329,433,2469,303,279,324,388,304,356,482,6635
ASEw3L0HqWMePiy1uKxc,37120,5736,5031,34392,2304,2303,162,158,174,4444,39459,8825,20,0,28,670,0,89,8,1,17,29,166,7265
ASod6eiQyz17bRkglJ5q,112976,3852,73612,112364,1404,1426,510,494,327,1374,16733,6539,357,326,321,2166,308,362,326,308,327,376,342,1772
AtMdKfnuLBgoj17xEsqY,6217,662,2280,5898,219,222,57,57,17,372,7384,4649,8,15,5,519,7,6,10,3,17,13,12,888
Atpz1WjXkcIo7l5TPh9Y,269509,5483,222494,266205,1454,1395,993,1053,1001,2294,184033,1498,1009,964,959,1348,985,969,986,987,993,967,954,4468
atyecAsOdg0rzCXHNvxT,88901,14594,32507,84480,9728,9715,1858,1660,952,14281,76585,10606,62,79,2772,1889,84,106,63,59,48,137,450,16320
AU1Y7aLp3ryXsnWN6oHQ,6269,676,2272,5936,232,235,57,57,17,377,6938,4604,8,14,6,518,8,6,11,4,17,13,11,898
Au5EYTxqCHhdtjBXJfsp,3217,789,513,2994,130,130,47,47,44,330,1872,2561,0,0,1,505,0,0,8,0,1,1,0,572
AUdusxNDrKT41q6GimcS,126339,1235,105992,125892,862,880,556,466,568,1379,3317,2001,496,495,479,910,618,503,482,532,484,440,557,1765
AUHE2QB3peXGCJ5FMcK0,65143,4174,3119,63927,1379,1379,102,98,48,1914,17611,4356,1,16,15,582,0,2,19,0,8,5,8,3303
aUufGnCVsQDZogv7wHiN,3031,445,473,2748,35,35,57,57,3,165,4905,2490,0,0,1,465,0,0,11,0,1,1,0,475
Auv3RhZlU6tXcdDQjg2i,12661,4098,2064,11239,1993,1993,99,99,66,3607,21125,4593,0,1,77,873,0,0,8,0,5,5,0,5174
Auv9HCxOZViJnjMaSIt0,32170,102607,1192,31139,300,300,1208,1208,60,26595,4336,3045,0,0,1,20320,0,0,8,0,1,1,0,2430
AW0VsbwKSIHgXBZupjGP,1475696,10729,731839,1473169,4176,3991,3746,3990,3415,5279,59142,6744,3080,2808,3405,6101,3666,3361,3417,3274,2741,2890,2830,12639
Aw5bfaXUP67lZN0cjzqO,17382,15591,5024,16506,1541,1533,205,232,78,4646,8724,3376,87,81,117,921,55,94,64,60,60,58,67,4484
aWXfqViyPYSJHGwOeM07,200089,6388,87281,196898,1215,1162,950,937,545,2498,66598,6849,424,393,435,4988,388,393,390,309,384,311,546,11131
Ax7iuDgF38YaQMmX9wVG,2465018,2660,1251734,2464077,1565,14768,968,719,446,1989,10960,4181,293,11242,9759,3456,342,286,628,9741,245,240,458,5479
aXbDi405xeqQynl69Yk2,3017,441,459,2734,34,34,57,57,3,168,4972,2436,0,0,1,465,0,0,8,0,1,1,0,476
axmjW0H3EnB9JRdSibKY,12715,31378,1078,12187,532,532,146,122,17,8236,1901,2012,0,8,3,680,0,0,8,0,2,5,0,1695
aXRV9MqCorizGyKJUep0,3807,999,598,3543,132,132,68,68,5,369,5125,2841,0,0,1,505,0,0,8,0,3,3,0,694
AXvM7mlBfJ8eHVDcspNz,734476,162447,189225,668912,100352,100369,5915,5662,5417,135201,985827,281590,190,8026,40608,25106,621,530,266,151,8028,7925,1364,231178
axVyZFikJAs2RWgrB37u,23268,4515,4797,21212,2358,2357,140,118,169,3964,29702,9209,3,3,37,1242,3,9,11,4,9,9,58,7667
AyCpqod2kgXKjOnlEbvV,79920,267099,8958,78275,991,993,127,129,72,46836,35421,5595,5,6,6,911,4,2,15,2,7,17,198,7977
aylR8xBNVPfJ4eICGLDM,58055,21536,7709,2514,7994,7991,90,89,200,14666,63052,31198,3,11,28,1402,3,1,8,0,8,8,135,73926
aYOGVixvL1rIfUSjBtQq,791866,4162,682583,791222,3255,3226,3076,3196,3083,3612,7802,13370,3010,2975,3003,3586,3111,3092,3067,3086,2992,3000,3024,4234
AzlMdBSOuma253te0bjX,14917,14912,3645,14103,1659,1645,144,179,84,4849,7171,3441,73,63,120,789,46,98,74,62,71,57,61,4720
B0QeAmgHpSR3Gi4FDTZl,1326,386,417,1154,93,93,116,116,36,209,1217,979,0,0,77,163,0,0,8,0,1,1,23,957
b28VuAYhaez0lDPtc6kT,50215,3318,37429,49059,796,778,133,332,116,1155,61838,2512,233,209,102,518,78,234,97,92,91,78,71,1785
B3F57b1RXv8cuGZifynU,73735,263479,1869,72852,382,382,168,168,19,66602,1179,2151,0,23,3,896,0,0,8,0,2,2,0,2104
B7yT9jiIw8OkC3SMlRAF,46559,7313,15895,43258,3813,3819,381,360,265,6170,53104,15080,56,43,289,2275,42,50,47,25,147,85,86,11739
B8JrNPWkKaxyn5ci1qYb,18961,6449,4650,15219,2204,2204,2542,2541,1644,3203,28858,13878,0,103,3930,2015,124,0,8,0,208,208,45,8962
B9Er5flSnY8GPoFJb7vz,209935,15039,82086,202359,1340,1296,1627,1615,1254,4010,155634,7412,349,377,426,11404,308,274,355,334,355,351,596,21579
b9PJ5cCeBG6NOymu3pfX,16331,15995,4221,15508,1622,1621,148,168,62,4773,11111,3292,49,43,96,751,27,56,50,41,47,29,36,4712
baFEBY4n92ZshpjgdGTc,250361,26967,24517,228738,12860,12862,2455,2454,1302,23292,87145,93453,2,21,5545,3654,190,4,9,0,231,234,55,52270
bakvuMgD2Xfh7JOTKQwm,65976,13463,9960,57324,7783,7783,1560,1556,524,11992,69550,62024,1,841,7756,4806,109,6,8,0,760,753,16,23133
bAPu2lGC9t5NF0EvZU7H,3422,1320,900,2989,286,286,411,411,64,592,2960,1120,0,0,169,559,0,0,8,0,7,7,89,2032
bB4ZncTErxm083fAs5HL,6398,675,2328,6064,228,231,57,57,61,385,6710,4650,8,15,8,516,8,6,10,3,17,13,11,905
BC9hzqbTa0OIsePYiND6,1438538,16235,701540,1434408,5240,4463,4016,3473,3195,7771,90914,11603,3044,3568,2917,6778,3426,3088,3034,3391,3099,3120,3863,19489
bcPYJlirNt5k8ye90UOE,182529,463724,31031,181245,2107,2168,5260,4985,258,117556,141610,4073,60,85,182,3436,305,40,133,113,58,63,99,5506
BCw58jIVumFW43RExqJk,4251,417,1193,4074,14,15,57,56,4,173,4480,3528,16,15,1,579,3,5,8,0,1,1,1,455
bDHk4ziTdugcp7jAZlE5,181192,10147,77331,178336,1494,1446,842,874,616,3843,68560,6183,338,343,392,3686,356,368,377,344,317,294,634,13288
BdonVvH3SC2IFgc6NQTh,4098,435,1188,3927,14,15,63,63,8,167,4994,3366,15,15,2,579,1,5,9,1,1,2,0,450
bDuyza0fBOtQlPNFHnAJ,815158,6578,555142,814575,3474,3348,2652,2545,2474,3441,24143,6827,2627,2551,2705,4172,2395,2645,2492,2479,2362,2422,2464,3875
BdZYrUSpnXvyITwgOi4H,725756,160915,185007,660497,99560,99553,5859,5606,5354,134205,974965,281013,178,7954,40259,24888,609,487,293,162,7963,7829,1349,229419
beDosHq791jFfRElVdmi,186360,4259,80765,184022,968,1001,834,879,545,1820,127177,4305,323,391,420,4103,356,353,315,336,322,381,475,7846
BEDxazQfwP7s615Vdvpi,4290,422,1212,4106,17,18,60,60,8,175,4711,3528,17,16,2,580,2,5,8,0,1,2,0,472
bfcBD4vaOtUJG6K5imqx,43749,32700,15273,42978,880,772,110,83,196,8860,6145,1982,152,40,55,447,55,21,47,37,42,37,49,2373
BFIzDn0r5aKum4ibGtHP,76201,15014,16241,69650,8899,8902,343,302,364,12238,103801,40197,16,22,240,1111,12,13,14,16,89,83,106,25029
bfkwFMeNh1t5dCjuyROK,3580,931,688,3342,236,237,59,59,6,366,3092,2901,0,1,3,506,2,2,10,0,2,3,0,590
bFwlXdoNrsPiWEkZBOva,423525,46106,348698,423056,2330,2159,1745,1611,1624,13282,2828,1826,2220,2069,1929,3000,1795,1351,1023,1130,1048,1198,1006,4097
Bgd518FpSGfwvekMYxUR,205269,12769,84234,200333,1326,1408,1297,1228,1300,3404,116086,7801,373,354,447,7948,394,349,329,350,341,309,587,18366
BH56lpgQn32eUyJDFImv,14571,15039,3538,13857,1641,1638,157,185,75,4811,7693,3394,79,71,116,791,49,110,77,70,69,53,51,4581
BhQ38lHiDYTZUVbyonKF,53413,15357,7403,35981,4730,4716,1921,1907,494,8272,45985,29960,2,3386,15844,7424,640,8,9,2,8555,8555,92,28912
bI3lF0LxVd69TQoWM5jr,182132,10119,82688,179472,1287,1238,802,858,626,3620,63762,8074,388,374,414,3820,357,361,396,368,319,372,733,13801
bIC9f4xQYOm3SMpvgtWD,52547,5383,5828,51809,618,619,162,150,36,2139,14832,1829,2,40,270,1496,8,9,12,4,11,5,5,1660
biR27No0uO3zlPjqGfJw,66748,272278,1683,65680,938,938,183,178,27,59187,1370,2394,0,11,11,776,0,0,9,0,2,2,2,3335
BiYN91OHbgmVJnjuDyGk,288076,2568,247037,287706,1242,1277,1198,1183,1109,1597,18351,2330,1068,1284,1108,1545,1059,1103,1083,1121,1094,1101,1068,1930
bj1D4GtRqlJwX9ypBE2g,31859,39954,3514,30434,680,686,135,136,70,7347,33047,3729,9,2,9,1097,7,2,10,8,4,8,96,6417
BjrkNJeI9HMb5lOgpC26,71552,2707,58335,71295,958,1004,330,325,314,1520,8696,1241,263,269,256,790,234,265,270,268,278,246,291,1197
bJvcld8YQ9OxDAnwtSfp,4288,479,1215,4148,14,15,58,57,5,175,5753,3528,16,16,2,544,2,5,8,0,1,1,1,447
BJxWKlM3u74OAEkSoysr,168047,5264,79579,165828,1007,1008,779,791,518,2160,47576,6144,343,294,374,3501,331,322,323,329,327,392,464,9083
BkI0DfGqsHhejTp3v1RP,54157,131445,4087,3841,473,470,112,107,123,32162,4593,1868,42,63,42,891,27,56,16,21,12,36,53,1527
BKt5UQleYWvJrx4N9R62,24081,8768,8610,23551,635,624,134,127,38,2828,3866,1793,15,22,39,1170,9,15,22,20,132,109,28,2153
BlFYTKkD0S9Ox5vU84X2,4245,441,1202,4076,13,14,63,63,8,177,4629,3528,16,15,1,599,2,5,8,1,2,1,1,465
Bm1b7W65puvrLdECVkay,791557,3948,682690,790923,3206,3381,3046,3093,2977,3504,7185,12552,3054,3121,3020,3560,2984,3001,3099,3064,3082,3014,3049,4162
BMjeIFGzP6U7qpW8YAHC,14680,14970,3579,13927,1651,1650,153,189,86,4840,7468,3169,82,71,119,789,55,97,72,63,67,58,56,4629
BmMDeyRaJzQ39WPK2VIs,148405,329066,31419,146559,2233,2437,3733,3884,580,84448,20379,5133,58,85,398,4213,196,16,120,267,260,168,228,7470
bMyP6iXzCaWhKGVZFqnl,4279,420,1207,4103,14,15,60,60,7,172,4780,3528,16,17,3,580,1,5,8,0,1,2,2,463
bMZdDnzxyquvFwS8J6KI,4086,423,1204,3907,17,18,61,60,8,163,4928,3204,14,17,2,579,1,5,8,1,1,1,0,437
bN3kfMQKxw5iLAydtaEZ,11988,32532,1244,11334,551,551,137,134,21,7174,1572,1043,0,9,7,800,0,0,8,0,2,2,2,1604
