ID,"??,??","CC,CC","00,00","FF,FF","C5,C5","10,6B","25,25","10,94","10,62","10,69","22,10","10,B0","10,10","FF,00","F4,10","00,FF","D5,10","B5,10","B7,10","38,38","6B,6B","06,F9","F9,F9","6B,10","F0,F0","D6,D6","94,10","62,10","B0,10","69,10","10,D5","10,22","10,F4","02,02","10,B5","10,B7","02,D6","F9,06","F0,01","06,06","8F,8F","04,04","A6,A6","38,04","D6,02","06,9F","75,DE","03,03","75,F5","75,87","02,8F","6C,30","75,41","2A,2A","91,91","95,04","25,3D","75,69","9C,04","06,71","06,19","D9,04","51,51","D4,D4","4A,4A","14,14","9D,9D","DB,DB","58,04","06,AF","04,38","06,BB","EF,EF","02,A3","02,1E","0B,0B","12,12","06,6C","4D,4D","BD,BD","75,75","9F,06","0C,0C","46,46","F5,75","DE,75","62,62","B6,B6","68,68","30,6C","EC,EC","87,75","69,75","8F,02","41,75","53,53","4B,11","33,33","43,00","04,95","04,9C","7E,7E","3D,25","19,06","71,06","18,18","04,D9","DD,DD","E9,E9","3B,3B","5E,5E","5D,5D","6D,6D","FD,8B","6C,06","01,F0","69,69","02,0E","AF,06","BB,06","F5,F5","C7,C7","20,20","39,39","04,58","06,D4","4B,3C","40,40","04,C5","89,89","01,01","02,70","7D,7D","FC,FC","A3,02","06,F7","1E,02","11,4B","02,64","C4,C4","50,50","02,5A","6A,6A","06,1A","02,F1","C1,C1","0F,0F","48,48","06,25","6D,46","08,08","FD,46","95,46","B8,46","C3,C3","56,56","60,F3","02,DF","60,2A","7B,46","60,9F","74,74","60,4B","02,C8","55,55","CF,CF","06,1C","06,0E","FD,F7","37,37"
giVwn8ERCZrvfSIGFmaK,15244.0,10.0,4607.0,583.0,7.0,8.0,6.0,6.0,11.0,5.0,4.0,11.0,16.0,41.0,8.0,42.0,11.0,10.0,3.0,13.0,5.0,6.0,8.0,5.0,13.0,12.0,8.0,7.0,8.0,5.0,7.0,19.0,5.0,14.0,4.0,6.0,4.0,8.0,25.0,2.0,7.0,1.0,4.0,10.0,8.0,11.0,9.0,4.0,11.0,7.0,10.0,10.0,10.0,7.0,6.0,9.0,9.0,7.0,8.0,7.0,10.0,10.0,5.0,4.0,6.0,11.0,16.0,9.0,7.0,6.0,11.0,2.0,8.0,2.0,10.0,9.0,4.0,8.0,4.0,7.0,12.0,10.0,6.0,11.0,10.0,7.0,6.0,7.0,9.0,11.0,9.0,9.0,3.0,10.0,6.0,4.0,4.0,26.0,40.0,10.0,4.0,7.0,6.0,7.0,5.0,10.0,10.0,1.0,6.0,10.0,10.0,6.0,10.0,5.0,8.0,12.0,10.0,5.0,6.0,7.0,4.0,7.0,11.0,16.0,6.0,10.0,10.0,7.0,9.0,7.0,14.0,4.0,8.0,7.0,5.0,10.0,7.0,6.0,7.0,10.0,10.0,8.0,6.0,8.0,4.0,8.0,3.0,8.0,8.0,9.0,3.0,2.0,11.0,7.0,6.0,12.0,9.0,8.0,9.0,5.0,7.0,11.0,6.0,8.0,6.0,3.0,8.0,8.0,11.0,13.0
gIzJEByY4vpkSQcZPH2C,1404624.0,18.0,5690.0,56.0,18.0,11.0,20.0,14.0,12.0,8.0,7.0,14.0,17.0,278.0,5.0,81.0,13.0,8.0,11.0,17.0,11.0,7.0,15.0,12.0,645.0,17.0,10.0,8.0,11.0,11.0,16.0,12.0,12.0,10.0,12.0,14.0,8.0,10.0,779.0,13.0,11.0,19.0,17.0,12.0,12.0,13.0,11.0,6.0,6.0,15.0,12.0,16.0,12.0,14.0,19.0,8.0,4.0,13.0,9.0,9.0,14.0,12.0,12.0,12.0,11.0,13.0,17.0,10.0,10.0,18.0,13.0,6.0,28.0,9.0,11.0,14.0,11.0,15.0,27.0,17.0,10.0,14.0,8.0,11.0,7.0,15.0,12.0,14.0,15.0,11.0,18.0,15.0,8.0,12.0,14.0,11.0,14.0,11.0,13.0,11.0,12.0,13.0,14.0,12.0,20.0,10.0,15.0,10.0,11.0,10.0,14.0,19.0,13.0,14.0,10.0,524.0,10.0,15.0,14.0,6.0,11.0,20.0,14.0,15.0,25.0,14.0,13.0,17.0,15.0,11.0,8.0,18.0,12.0,9.0,11.0,12.0,12.0,5.0,13.0,16.0,15.0,10.0,14.0,15.0,5.0,10.0,10.0,11.0,14.0,8.0,15.0,9.0,16.0,14.0,17.0,21.0,12.0,8.0,10.0,13.0,11.0,11.0,9.0,16.0,14.0,17.0,13.0,17.0,6.0,7.0
gJspjOHk7zXSGMB2Y5Tm,396.0,0.0,17487.0,1898.0,2.0,2.0,23.0,1.0,4.0,0.0,0.0,1.0,70.0,267.0,7.0,275.0,2.0,2.0,1.0,19.0,1.0,2.0,16.0,0.0,40.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,8.0,128.0,0.0,2.0,3.0,3.0,4.0,117.0,0.0,223.0,0.0,2.0,0.0,1.0,0.0,111.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,6.0,3.0,1.0,4.0,1.0,1.0,28.0,29.0,144.0,32.0,1.0,10.0,3.0,0.0,4.0,1.0,14.0,1.0,0.0,2.0,10.0,2.0,22.0,9.0,142.0,0.0,162.0,25.0,1.0,1.0,58.0,8.0,133.0,2.0,34.0,1.0,3.0,1.0,1.0,104.0,0.0,125.0,43.0,4.0,5.0,22.0,6.0,2.0,2.0,55.0,0.0,1.0,34.0,95.0,53.0,24.0,1.0,9.0,5.0,4.0,0.0,2.0,4.0,4.0,0.0,61.0,29.0,50.0,3.0,2.0,1.0,76.0,5.0,72.0,278.0,0.0,28.0,86.0,0.0,0.0,0.0,0.0,1.0,78.0,311.0,1.0,150.0,2.0,3.0,52.0,144.0,28.0,1.0,1.0,206.0,4.0,0.0,1.0,116.0,129.0,0.0,1.0,0.0,0.0,0.0,323.0,0.0,1.0,43.0,10.0,0.0,0.0,2.0,0.0
GK590Jem3FA1kspq7PoO,7048.0,243.0,128878.0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GkfbZrRKmgFxq0Bypazh,8442.0,31.0,20361.0,803.0,8.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,83.0,3.0,87.0,0.0,0.0,0.0,3.0,4.0,2.0,130.0,1.0,9.0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,7.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,8.0,1.0,3.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,6.0,17.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,14.0,0.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,4.0,20.0,1.0,9.0,0.0,4.0,0.0,1.0,8.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,3.0,5.0,2.0,5.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,16.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,159.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,3.0,0.0,4.0,3.0,1.0,6.0,8.0,1.0,1.0,0.0,0.0
gKvtaoZ7Lkl1V6yxq3Fc,5530.0,724.0,16974.0,7116.0,0.0,1.0,0.0,0.0,91.0,0.0,933.0,0.0,769.0,3708.0,1.0,2976.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,656.0,0.0,715.0,0.0,1.0,6685.0,0.0,398.0,0.0,0.0,1.0,0.0,2.0,3293.0,0.0,0.0,793.0,2.0,51.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,5.0,30.0,13.0,1431.0,663.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,430.0,0.0,0.0,1.0,0.0,2.0,0.0,1041.0,5.0,7.0,0.0,1.0,16.0,2.0,0.0,1593.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,5.0,4.0,1.0,10.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0
GlBR2jy6Nx1HUEag5ISm,2569.0,71.0,52755.0,649.0,11.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,7.0,169.0,1.0,705.0,2.0,0.0,2.0,12.0,11.0,1.0,8.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,12.0,2.0,0.0,1.0,1.0,5.0,7.0,10.0,9.0,4.0,1.0,3.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,3.0,9.0,10.0,1.0,2.0,6.0,5.0,0.0,0.0,0.0,5.0,4.0,13.0,10.0,7.0,4.0,2.0,1.0,0.0,1.0,6.0,2.0,0.0,12.0,2.0,0.0,11.0,7.0,6.0,0.0,11.0,15.0,0.0,0.0,11.0,11.0,7.0,0.0,9.0,1.0,0.0,1.0,1.0,16.0,1.0,14.0,3624.0,0.0,1.0,10.0,1.0,0.0,3.0,10.0,0.0,17.0,11.0,6.0,15.0,10.0,31.0,3.0,1.0,0.0,8.0,2.0,1.0,1.0,10.0,9.0,16.0,17.0,1.0,0.0,0.0,14.0,0.0,10.0,10.0,2.0,14.0,16.0,1.0,1.0,2.0,1.0,0.0,8.0,5.0,1.0,15.0,1.0,0.0,13.0,22.0,7.0,0.0,0.0,5.0,1.0,1.0,0.0,9.0,18.0,0.0,2.0,1.0,0.0,2.0,21.0,1.0,1.0,13.0,13.0,0.0,0.0,0.0,9.0
GLcwfP1Z08pVWrg7uoy5,12474.0,122.0,215888.0,7099.0,10.0,1.0,4.0,2.0,13.0,1.0,10.0,0.0,6.0,674.0,4.0,1183.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,20.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,12.0,1.0,1.0,0.0,1.0,9.0,4.0,2.0,27.0,0.0,301.0,1.0,1.0,3.0,577.0,3.0,1.0,1.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,10.0,4.0,3.0,1.0,0.0,1.0,3.0,1.0,233.0,2.0,32.0,2.0,0.0,11.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0,0.0,1.0,9.0,1.0,9.0,0.0,19.0,0.0,2.0,0.0,3.0,17.0,2.0,5.0,260.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,12.0,3.0,4.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,11.0,2.0,2.0,1.0,0.0,6.0,3.0,2.0,1374.0,0.0,4.0,6.0,1.0,0.0,4.0,2.0,3.0,1.0,20.0,1.0,9.0,0.0,2.0,6.0,15.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,7.0,1.0,0.0,140.0,3.0,2.0
GlduQtUf3I1hAWYwyFLs,8025.0,15.0,15980.0,77.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,23.0,1.0,41.0,0.0,0.0,3.0,1.0,2.0,1.0,55.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,2.0,9.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,19.0,1.0,0.0,478.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
GLrQbRUluV0qzahkDEms,94277.0,0.0,2225.0,21.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,131.0,1.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,9.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0
GltvVHPJ9eLNj48a5CBR,8442.0,32.0,20277.0,799.0,8.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,85.0,0.0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,129.0,0.0,10.0,91.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,7.0,17.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,14.0,1.0,1.0,3.0,2.0,0.0,4.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,5.0,19.0,0.0,10.0,0.0,4.0,0.0,0.0,7.0,0.0,4.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,6.0,4.0,5.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,16.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,6.0,160.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,2.0
GlUnrYxyOb5XQhFcf4Su,8442.0,32.0,15343.0,73.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,2.0,25.0,0.0,55.0,0.0,1.0,1.0,2.0,1.0,2.0,54.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,19.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,18.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
GmEAFpP5ZO0suwaNIeqx,12007.0,18917.0,53187.0,6149.0,9.0,14.0,14.0,18.0,4.0,17.0,1.0,104.0,214.0,919.0,0.0,841.0,3.0,1.0,2.0,35.0,13.0,1.0,11.0,2.0,17.0,11.0,0.0,1.0,8.0,4.0,4.0,7.0,15.0,233.0,61.0,5.0,1.0,10.0,17.0,275.0,11.0,119.0,9.0,26.0,4.0,8.0,4.0,237.0,2.0,3.0,2.0,13.0,4.0,13.0,11.0,3.0,0.0,18.0,10.0,2.0,2.0,33.0,14.0,11.0,11.0,127.0,14.0,13.0,21.0,2.0,10.0,2.0,45.0,6.0,2.0,296.0,10.0,2.0,10.0,12.0,13.0,3.0,110.0,13.0,25.0,2.0,13.0,12.0,84.0,12.0,29.0,3.0,2.0,7.0,36.0,154.0,0.0,41.0,114.0,6.0,7.0,13.0,20.0,10.0,4.0,15.0,2.0,10.0,12.0,22.0,10.0,12.0,24.0,13.0,5.0,4.0,9.0,2.0,1.0,3.0,10.0,14.0,325.0,13.0,1.0,2.0,3.0,13.0,6.0,12.0,98.0,2.0,10.0,20.0,4.0,9.0,9.0,2.0,6.0,12.0,70.0,5.0,137.0,1.0,2.0,174.0,47.0,13.0,2.0,1.0,545.0,0.0,1.0,1.0,10.0,46.0,0.0,1.0,2.0,1.0,3.0,99.0,4.0,0.0,64.0,10.0,2.0,1.0,3.0,14.0
gmFxGQlWUviPhKyAkoeI,55823.0,2.0,2581.0,19.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0
GN8ZQjzWfKBYUtH1ehM0,422930.0,0.0,7529.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,242.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1580.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnKi3qo6WbBSzQs2fRGt,81641.0,0.0,2414.0,31.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,3.0
gNOcktmwv3FMZ4TH02EJ,53958.0,86.0,9876.0,16.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,29.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,9.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,6.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,27.0,6.0,3.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,4.0,4.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,5.0,2.0,2.0,0.0,1.0,3.0,2.0,9.0,0.0,3.0,3.0,3.0,1.0
gNQ3UDOX98dJqLmxvuSc,215408.0,194.0,28827.0,2287.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,638.0,1.0,969.0,0.0,0.0,3.0,0.0,24.0,0.0,186.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,37.0,11.0,20.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,1.0,0.0,0.0,0.0,120.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,10.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
